,Title,Authors,Published,Link
597,Software Defined Radio Based Testbed for Large Scale Body Movements,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Shah</span></a>",2020-08-17,https://pureportal.coventry.ac.uk/en/publications/software-defined-radio-based-testbed-for-large-scale-body-movemen
598,"Soy intake and breast cancer risk: a prospective study of 300,000 Chinese women and a dose–response meta-analysis",China Kadoorie Biobank (CKB) collaborative group,2020-06-01,https://pureportal.coventry.ac.uk/en/publications/soy-intake-and-breast-cancer-risk-a-prospective-study-of-300000-c
599,State-of-the-Art Computational Models of Circle of Willis With Physiological Applications: A Review,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, Defeng Wang, Xinyi Leng, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>, Fei Chen, Lawrence Ka Sing Wong, Lin Shi, Thomas Wai Hong Leung",2020-07-07,https://pureportal.coventry.ac.uk/en/publications/state-of-the-art-computational-models-of-circle-of-willis-with-ph
600,"Survivor, family and professional experiences of psychosocial interventions for sexual abuse and violence: a qualitative evidence synthesis (protocol)","Sarah Brown, Nazanin Khasteganan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/grace-carter"" rel=""Person""><span>Grace Carter</span></a>, Katherine Brown, Rachel Caswell, Emma Howarth, Gene Feder, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/lorna-odoherty"" rel=""Person""><span>Lorna O'Doherty</span></a>",2020-06-22,https://pureportal.coventry.ac.uk/en/publications/survivor-family-and-professional-experiences-of-psychosocial-inte
601,Systemic inflammation is associated with incident stroke and heart disease in East Asians,"China Kadoorie Biobank (CKB) collaborative group, Mohd A Karim, Christiana Kartsonaki, Derrick A Bennett, Iona Y Millwood, Michael R Hill, Daniel Avery, Zheng Bian, Huaidong Du, Yu Guo, Yijian Qian, Chan Qu, Iain Turnbull, Dan Schmidt-Valle, Chunmei Wang, Canqing Yu, Jun Lv, Junshi Chen, Robert Clarke, Liming Li<span class=""common_hidden publication_authors_full_inline_list"">Zhengming Chen, Michael V Holmes, Robin G Walters</span><button aria-expanded="""" aria-label=""Show all related authors"" aria-pressed="""" class=""author-link btn show"" data-customdata=""Author list shown, click to hide author list""><span>Show 3 more</span></button><button aria-expanded="""" aria-label=""Hide all related authors"" aria-pressed="""" class=""author-link btn hide"" data-customdata=""Authors list hidden, click to show author list""><span>Show less</span></button>",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/systemic-inflammation-is-associated-with-incident-stroke-and-hear
602,The association between animal flesh foods consumption and semen parameters among infertile Iranian men: a cross-sectional study,"Reza Ghiasvand, Laleh Dehghan Marvast, Seyyed Payam Shariatpanahi, Makan Pourmasoumi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Farahnaz Haeri",2020-10-06,https://pureportal.coventry.ac.uk/en/publications/the-association-between-animal-flesh-foods-consumption-and-semen-
603,The association between dietary acid load and muscle strength among Iranian adults,"Saba Mohammadpour, Farhang Djafari, Samira Davarzani, Kurosh Djafarian, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Sakineh Shab-Bidar",2020-10-09,https://pureportal.coventry.ac.uk/en/publications/the-association-between-dietary-acid-load-and-muscle-strength-amo
604,The association between dietary antioxidant quality score and cardiorespiratory fitness in Iranian adults: a cross-sectional study,"Hossein Shahinfar , Mahshid Shahavandi, Aliyu Tijani, Kurosh Djafarian, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Sakineh Shab-Bidar",2020-07-01,https://pureportal.coventry.ac.uk/en/publications/the-association-between-dietary-antioxidant-quality-score-and-car
605,The association between major dietary patterns at dinner and obesity in adults living in Tehran: A population-based study,"Zahra Akbarzade, Kurosh Djafarian, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Azadeh Lesani, Hossein Shahinfar, Sakineh Shab-Bidar",2020-01-01,https://pureportal.coventry.ac.uk/en/publications/the-association-between-major-dietary-patterns-at-dinner-and-obes
606,The association of body mass index and quantitative 24-h urine metabolites in patients with Nephrolithiasis: a systematic review and dose-response meta-analysis,"Fatemah Taheri, Kurosh Djafarian, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Maryam Taheri, Farhang Djafari, Elaheh Honarkar-Shafie, Mohadeseh Aghasi, Sakineh Shab-Bidar",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/the-association-of-body-mass-index-and-quantitative-24-h-urine-me
607,"The association of plant-based dietary patterns with visceral adiposity, lipid accumulation product, and triglyceride-glucose index in Iranian adults","Mahshid Shahavandi, Farhang Djafari, Hossein Shahinfar , Samira Davarzani , Nadia Babaei , Kurosh Djafarian, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Sakineh Shab-Bidar",Sept 2020,https://pureportal.coventry.ac.uk/en/publications/the-association-of-plant-based-dietary-patterns-with-visceral-adi
608,The development of a feature matrix for the design of assistive technology products for young older people,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/andree-woodcock"" rel=""Person""><span>Andree Woodcock</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/jane-osmond"" rel=""Person""><span>Jane Osmond</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/nikki-holliday"" rel=""Person""><span>Nikki Holliday</span></a>",2020-01-01,https://pureportal.coventry.ac.uk/en/publications/the-development-of-a-feature-matrix-for-the-design-of-assistive-t
609,The effect of cinnamon supplementation on lipid profiles in patients with type 2 diabetes: A systematic review and meta-analysis of clinical trials,"Navid Jamali, Asma Kazemi, Javad Saffari-Chaleshtori, Mohammad Samare-Najaf, Vida Mohammadi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-cinnamon-supplementation-on-lipid-profiles-in-patie
610,The effect of Okra (Abelmoschus esculentus) on lipid profiles and glycemic indices in type 2 diabetic adults: randomized double blinded trials,"Arezoo Moradi, Moahammad-Javad Tarrahi, Sara Ghasempour , Mohammadreza Shafiepour, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Sayyed Morteza Safavi",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-okra-abelmoschus-esculentus-on-lipid-profiles-and-g
611,"The effect of pre-pregnancy body mass index on breastfeeding initiation, intention and duration: A systematic review and dose-response meta-analysis","Seyed-Saeed Hashemi-Nazari, Jalil Hasani, Neda Izadi, Farid Najafi, Jamal Rahmani, Parisa Naseri, Abdolhalim Rajabi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-pre-pregnancy-body-mass-index-on-breastfeeding-init
612,The effect of propolis on anthropometric indices and lipid profile: a systematic review and meta-analysis of randomized controlled trials,"Ammar Salehi-Sahlabadi, Manik Chhabra, Jamal Rahmani, Aref Momeni, Giorgio Karam, Elyas Nattagh-Eshtivani, Mehran Nouri, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Pantea Salehi, Azita Hekmatdoost",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-propolis-on-anthropometric-indices-and-lipid-profil
613,The Effects of Combined Movement and Storytelling Intervention on Motor Skills in South Asian and White Children Aged 5–6 Years Living in the United Kingdom,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/emma-eyre"" rel=""Person""><span>Emma Eyre</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/jason-tallis"" rel=""Person""><span>Jason Tallis</span></a>, Danielle Hodson, Sean Lowton-Smith, Charlotte Nelson, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/mark-noon"" rel=""Person""><span>Mark Noon</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/michael-duncan"" rel=""Person""><span>Michael Duncan</span></a>",2020-05-13,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-combined-movement-and-storytelling-intervention-on
614,The effects of L-carnitine supplementation on lipid concentrations inpatients with type 2 diabetes: A systematic review and meta-analysis of randomized clinical trials,"Omid Asbaghi, Sara Kashkooli, Mohammad Reza Amini, Hossein Shahinfar, Kurosh Djafarian, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Sakineh Shab-Bidar",7 Sept 2020,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-l-carnitine-supplementation-on-lipid-concentration
615,The Effects of Rowing Ergometer Design on Metabolic Parameters during an Incremental Maximal Test,"jere Gulin, Vlatko Vučetić, Stipo Dajaković, Goran Sporiš, Marino Krespi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>",2020-01-01,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-rowing-ergometer-design-on-metabolic-parameters-du
616,The Future of Robots in a Super-Aged Society,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/ala-szczepura"" rel=""Person""><span>Ala Szczepura</span></a>, Toshio Nomura, Deidre Wild",2020-11-26,https://pureportal.coventry.ac.uk/en/publications/the-future-of-robots-in-a-super-aged-society
617,The Influence of Fasting and Energy Restricting Diets on Blood Pressure in Humans: A Systematic Review and Meta‑Analysis,"Hamed Kord Varkaneh, Ali Nazary-Vannani, Zeinab Mokhtari, Ammar Salehisahlabadi, Jamal Rahmani, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Somaye Fatahi, Fernando Zanghelini, Azita Hekmatdoost, Kahinde okunade, Parvin Mirmiran",2020-08-01,https://pureportal.coventry.ac.uk/en/publications/the-influence-offasting-andenergy-restricting-diets-onblood-press
618,The intensities of various forms of physical activity in physical education programs offered by universities for female students,"Robert Podstawski, Marta A. Żurawik, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Ferenc Ihasz, Piotr Żurek",2020-01-01,https://pureportal.coventry.ac.uk/en/publications/the-intensities-of-various-forms-of-physical-activity-in-physical
619,Translating a walking intervention for health professional delivery within primary care: a mixed methods treatment fidelity assessment,"Stefanie L Williams, Jennifer McSharry, Claire Taylor, Jeremy Dale, Susan Michie, David P French",2020-02-01,https://pureportal.coventry.ac.uk/en/publications/translating-a-walking-intervention-for-health-professional-delive
620,Twenty-four-hour movement behaviours and fundamental movement skills in preschool children: A compositional and isotemporal substitution analysis,"Jessica Mota, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Thaynã Alves Bezerra , Luis Lemos, Cézane Priscilla Reuter , Jorge Mota, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/michael-duncan"" rel=""Person""><span>Michael Duncan</span></a>, Clarice Martins",16 Sept 2020,https://pureportal.coventry.ac.uk/en/publications/twenty-four-hour-movement-behaviours-and-fundamental-movement-ski
621,"Two-year follow up of a cluster randomised controlled trial for women experiencing intimate partner violence: Effect of screening and family doctor-delivered counselling on quality of life, mental and physical health, and abuse exposure","Kelsey Hegarty, Jodie Valpied, Angela Taft, Stephanie Brown, Lisa Gold, Jane Gunn, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/lorna-odoherty"" rel=""Person""><span>Lorna O'Doherty</span></a>",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/two-year-follow-up-of-a-cluster-randomised-controlled-trial-for-w
622,Understanding suicide risk in autistic adults: comparing the interpersonal theory of suicide in autistic and non-autistic samples,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/mirabel-pelton"" rel=""Person""><span>Mirabel Pelton</span></a>, Hayley Crawford, Ashley Robertson, Jacqui Rodgers, Simon Baron-Cohen, Sarah Cassidy",2020-10-01,https://pureportal.coventry.ac.uk/en/publications/understanding-suicide-risk-in-autistic-adults-comparing-the-inter
623,Web based home hazard modification app for falls prevention: the views of those at risk of falling and their carers,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/nikki-holliday"" rel=""Person""><span>Nikki Holliday</span></a>, Gillian Ward, Aimee Walker-Clarke, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/rachael-molitor"" rel=""Person""><span>Rachael Barker</span></a>",2020-12-07,https://pureportal.coventry.ac.uk/en/publications/web-based-home-hazard-modification-app-for-falls-prevention-the-v
624,Women’s experiences and expectations after disclosure of intimate partner abuse to a healthcare provider:  A qualitative meta-synthesis,"Laura Tarzia, Meghan Bohren,  Jacqui Cameron, Claudia Garcia-Moreno, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/lorna-odoherty"" rel=""Person""><span>Lorna O'Doherty</span></a>, Renee Fiolet, Leesa Hooker, Molly Wellington, Rhian Parker, Jane Koziol-McLain, Gene Feder, Kelsey Hegarty",2020-11-27,https://pureportal.coventry.ac.uk/en/publications/womens-experiences-and-expectations-after-disclosure-of-intimate-
